text	predictions_lgr	ytest	predictions_author	true_author
Czechs cold-shouldered their newly-created Senate on Saturday, turning out in record low numbers for elections which were supposed to be a key test for the minority government of Prime Minister Vaclav Klaus	13	1	\JanLopatka	\AlanCrosby
But Jiri Pehe, research director at the Open Media Research Institute (OMRI), said these theories may not be valid	13	1	\JanLopatka	\AlanCrosby
Under the plan, participating banks must follow strict conditions and allow the central bank to make management changes where needed. CNB officials said the programme was not aimed at resolving a problem at any one bank	13	1	\JanLopatka	\AlanCrosby
ODS is better at mobilising its supporters than the Social Democrats when interest is low. A big ODS win on a low turnout might therefore not be representative for lower house polls	13	1	\JanLopatka	\AlanCrosby
Banks also must maintain cost controls, profitability and liquidity as well as agreeing to frequent reviews by the central bank	13	1	\JanLopatka	\AlanCrosby
Banks seeking to participate will be held to strict requirements which include sticking to a three-year stabilisation plan and an agreement to attain an eight percent capital adequacy ratio	13	1	\JanLopatka	\AlanCrosby
Turnout was just 30.5 percent, lower even than the 35 percent recorded in the first round of the Senate polls on November 15 and 16, the Central Election Commission said	13	1	\JanLopatka	\AlanCrosby
Czechs cold-shouldered their newly-created Senate on Saturday, turning out in record low numbers for elections which were supposed to be a key test for the minority government of Prime Minister Vaclav Klaus	13	1	\JanLopatka	\AlanCrosby
ZAGREBCroatian stocks forged ahead throughout the week, ending mixed on Friday as selected hoteliers closed slightly lower after recording new highs during the week. Traders said growing supply will stabilise prices next week	26	1	\LydiaZajc	\AlanCrosby
Despite its long history, the Pardubice has only recently regained its former status	17	1	\JoeOrtiz	\AlanCrosby
Traders say the government has also helped by easing currency exchange laws to help foreign investors repatriate their holdings. Foreigners may repatriate interest income on bonds as well as income from selling or redeeming them	17	1	\JoeOrtiz	\AlanCrosby
"""The bond market is completely transparent because prices are transparent. It's a good market: it works, it's liquid, foreign investors, domestic investors, pension funds, investment funds all participate on an even field,"" he said"	11	1	\GrahamEarnshaw	\AlanCrosby
A recent spate of positive economic indicators has further buoyed the market	21	1	\KeithWeir	\AlanCrosby
"""(The Spanish) are explosive and technically very sound. This game's made all the more important because a loss will make it a difficult trip for either side,"" Czech midfielder Karel Poborsky of English premier league Manchester United said"	21	1	\KeithWeir	\AlanCrosby
It's a Snip, bidding to become the ninth horse to win two years in succession in the 106-year history of the Pardubice steeplechase, leads a British raid to this city east of Prague on Sunday	18	1	\JohnMastrini	\AlanCrosby
But after a demoralising loss to Finland in its tournament opener on Tuesday, and another listless effort on Thursday, Czech fans had had enough, pelting the Czech bench with beer cans near the end of the game	18	1	\JohnMastrini	\AlanCrosby
The two teams meet on Sunday in Stockholm while the Czechs must regroup and beat winless Germany in Garmisch-Partenkirchen on Saturday to move into the quarterfinals next week in North America	18	1	\JohnMastrini	\AlanCrosby
-- Prague newsroom, 42-2-2423-0003 ($1=26.78 Czech Crown)	18	1	\JohnMastrini	\AlanCrosby
But the premier's own party won fewer seats than expected after dominating the first round last week and voter turnout was dismal despite an appeal for Czechs to cast their ballots from President Vaclav Havel	18	1	\JohnMastrini	\AlanCrosby
Klapal did not say whether his forecasts were calculated according to Czech or international accounting standards, which vary mainly in terms of allowable write-offs and depreciation costs	18	1	\JohnMastrini	\AlanCrosby
Share dealers welcomed signs that ODS, which has led free-market reform in recent years, would do well	44	1	\SimonCowell	\AlanCrosby
Rounding out the trio of British challengers looking to win part of the 2.5 million crown ($92,000) purse are Irish Stamp and Veleda II	19	1	\JonathanBirt	\AlanCrosby
Analysts had forecast that voter apathy would benefit the ODS which is well-organised and well-funded by big business	29	1	\MarcelMichelson	\AlanCrosby
"""The Swedes played well, you've got to hand it to them. But the fact that we didn't score at home is not a very good showing,"" he said"	42	1	\SarahDavison	\AlanCrosby
Henman also used his dominating serve to wear down Kulti	49	1	\WilliamKazer	\AlanCrosby
"""A lot of people who would take trips can use faxes,"" said Jerry Haar at the North-South Centre, a think tank at the University of Miami. ""There would be a disruption but it's not anything which can't be recouped.""Cut-flower exporters from Ecuador and Colombia and seafood or horticultural shippers could also be hurt, Haar said. Some shippers of other goods might also face higher transport rates"	32	33	\MatthewBunce	\MichaelConnor
Financial performance has been very strong, with the stock market value of Independent rising a heady sixfold in five years	35	33	\NickLouth	\MichaelConnor
News Corp., which is led by media mogul Rupert Murdoch, said the suit will allege that an antitrust conspiracy to block Fox News Channel in New York City has taken place prior to the still-to-be consummated merger	35	33	\NickLouth	\MichaelConnor
Shares of Ryder were up 3/4 to 29-1/8	22	33	\KevinDrawbaugh	\MichaelConnor
"""With most stations emphasizing national and syndicated programs, there's room for local,"" Stewart said"	30	33	\MarkBendeich	\MichaelConnor
"""They are trying to better exploit overseas markets,"" analyst Jill Krutick of Smith Barney said. ""The North American market has lots of capacity and pricing pressure.""  Carnival, which runs three cruise lines, is profitable in a sector burdened with a declining customer base and the prospect of expanded capacity. The company has said it expects to post record profits for the fiscal year ended November 30"	16	33	\JoWinterbottom	\MichaelConnor
"""The fall in newsprint prices coupled with ongoing cost reduction efforts will result in strong second-half earnings for newspaper publishing companies this year and provide further benefit into 1997,"" Atorino said in a written report"	16	33	\JoWinterbottom	\MichaelConnor
Giulani has said that wide dissemination of Fox News throughout New York was important since it was the only all-news channel based within the city and was the source of hundreds of jobs	21	33	\KeithWeir	\MichaelConnor
Carnival has formed a joint venture with Hyundai Corp of South Korea to provide Asian cruises and bought a stake in British travel group Airtours Plc as part of its global expansion	21	33	\KeithWeir	\MichaelConnor
A merger would fill gaps in each carrier's routes and create a powerhouse that would be certain to draw attention of regulators in Washington	21	33	\KeithWeir	\MichaelConnor
O'Reilly, 60, is widely regarded as Ireland's richest man and appears close to being, if not already, Ireland's only billionaire, associates said	9	33	\EricAuchard	\MichaelConnor
"""There's no such thing as a volume discount,"" said automobile-industry analyst Maryann Keller at Furman Selz in New York. ""It makes no difference whether you're buying one million cars or 20.""Keller said the big Detroit manufacturers do give fleet discounts to buyers but the terms have been getting tougher"	48	33	\ToddNissen	\MichaelConnor
"""Going for market share through acquisitions is one way to make up for narrowing spreads,"" Sears said"	5	33	\BradDorfman	\MichaelConnor
