	text	predictions_nb	ytest	predictions_author	true_author
6374	Load factors for the month were 77.7 percent for international cargo in June down 0.1 percent last year. The domestic cargo load factor fell 1.8 percent to 38.7 percent. last year	47	15	\TimFarrand	\JimGilchrist
6447	Zhang also said Air China was expecting to soon announce a new service from Beijing, Shanghai and Guangzhou to Sydney and Melbourne. He could give no further details	49	15	\WilliamKazer	\JimGilchrist
6448	AHK existing fleet of older 747s are being returned to the leasing company	31	15	\MartinWolk	\JimGilchrist
6449	"""I think it is fair and in line with expectations,"" Lau said"	5	15	\BradDorfman	\JimGilchrist
6450	"""We will definitely be moving forward with a fourth freighter. We are very bullish about the prospects for Hong Kong and Chinese economic growth. There's definitely a growing market here and next year's handover from a cargo point of view is immaterial. Other concerns such as US-Chinese trade relations have a much greater impact,"" Humphrey told Reuters in an interview at the British flag carrier's Hong Kong regional headquarters"	42	15	\SarahDavison	\JimGilchrist
6451	In a recent 24 page equity research report, its Hong Kong based author Peter Negline recommended traders buy Thai shares below 50 baht because of the carrier's good prospects	42	15	\SarahDavison	\JimGilchrist
6452	"""Cargo is staying at more or less the same level as it was last year. A small price war and overcapacity with ad hoc charters operating into Hong Kong are major obstacles. I'm not optimistic about getting cargo rates back to the good old days,"" Yu said"	42	15	\SarahDavison	\JimGilchrist
6453	The council represents 15 of the leading trade associations in the territory including the Hong Kong General Chamber of Commerce and the Chinese Manufacturers' Association	42	15	\SarahDavison	\JimGilchrist
6454	"""As the pigs have a higher skin temperature than human beings, they are very afraid of heat. That's why we have to sprinkle water on them from time to time,"" Taiwanese herdsman Li Siou Tong told the newspaper"	3	15	\BenjaminKangLim	\JimGilchrist
6455	Until now, U-Freight's Chinese operations which started nine years ago have been concentrated in the north with freight forwarding operations in Beijing, Dalian and Shanghai, Fong said. U-Freight's new US$2 million, 4,200 square meter warehouse near Shanghai airport is on schedule for completion in December and Fong said he sees new potential just across the border from Hong Kong where the company was established 28 years ago	27	15	\LynneO'Donnell	\JimGilchrist
6456	* All prices were quoted in Hong Kong dollars	27	15	\LynneO'Donnell	\JimGilchrist
6457	"""For a newly established airline I am quite happy to have achieved 60 percent load factors so quickly,"" Tang said"	4	15	\BernardHickey	\JimGilchrist
6458	"""We would never become a captive of one financial institution or a small group of financial institutions,"" Cook told a group of investors in Florida on Friday.  Still, some analysts questioned whether Intuit has the marketing and financial muscle to compete on its own against Microsoft for long"	10	25	\FumikoFujisaki	\KouroshKarimkhany
6459	White said he personally went to the home of Oracle Chief Executive Larry Ellison on Thursday night to discuss the issue, but Ellison was in Hong Kong. Both men live in the same small town in Silicon Valley	37	25	\PeterHumphrey	\KouroshKarimkhany
6460	The company, founded by two Stanford University students two years ago, went public in March	37	25	\PeterHumphrey	\KouroshKarimkhany
6461	White said he personally went to the home of Oracle Chief Executive Larry Ellison on Thursday night to discuss the issue, but Ellison was in Hong Kong. Both men live in the same small town in the hills of Silicon Valley	37	25	\PeterHumphrey	\KouroshKarimkhany
6462	"""Amelio's getting closer to fixing the company's problems,"" he said, ""but we're not going to go back in yet."""	12	25	\HeatherScoffield	\KouroshKarimkhany
6463	"""They clearly still have a lot of work to do"" to get the company's management in order, Takata said"	12	25	\HeatherScoffield	\KouroshKarimkhany
6464	"""It's definitely a fight,"" said Donald Laird, a computer consultant who advises companies about technology purchases. ""Very seldom do I go into a shop where they're as objective (about Apple's technology) as I'd like them to be.""Complicating matters is a new generation computer chip by industry giant Intel Corp., which the company expects to unveil on Wednesday. Analysts said the new multimedia chip should dramatically boost Intel sales and spur sales for PCs  powered by Microsoft software"	46	25	\TheresePoletti	\KouroshKarimkhany
6465	Microsoft will unveil its long-awaited Internet Explorer browser for the Mac at the show, a company spokesman said	46	25	\TheresePoletti	\KouroshKarimkhany
6466	In a conference call with analysts, however, Vantive executives said revenue in the its next two quarters will be about flat to slightly higher compared with the third. The company doesn't have enough qualified sales and marketing staff to sell its products, the company said	46	25	\TheresePoletti	\KouroshKarimkhany
6467	During the year, Apple was hurt by a sharp decline in its market share, management turmoil and an inability to have the right products on the shelf at the right time	46	25	\TheresePoletti	\KouroshKarimkhany
6468	Internet search firm Yahoo! Inc. Wednesday reported a smaller-than expected third quarter loss, reflecting sharply higher revenues from Internet advertising	46	25	\TheresePoletti	\KouroshKarimkhany
6469	Microsoft, the world's biggest personal computer software company, is spending a big chunk of its $2 billion research and development budget on financial software and online banking services provided through the Internet	46	25	\TheresePoletti	\KouroshKarimkhany
6470	Although Apple, based in Cupertino, Calif., still enjoys strong educational sales, sales of IBM-compatible personal computers by companies such as Compaq Computer Corp. are growing much faster	46	25	\TheresePoletti	\KouroshKarimkhany
6471	But Tandem's sales growth has stalled in recent years as its customers have replaced some of its machines with networks of cheaper computers from companies such as Sun Microsystems Inc and Compaq Computer Corp	46	25	\TheresePoletti	\KouroshKarimkhany
6472	"""The companies that are really suffering now are the ones that are very exposed to retail,"" said Don Young, an analyst at Prudential Securities in New York"	46	25	\TheresePoletti	\KouroshKarimkhany
6473	Apple said the restaurants are part of its plan to spread its famous brand into the everyday world, as other non-gourmet companies, such as Harley-Davidson Motorcyles and Nike Inc., have done	46	25	\TheresePoletti	\KouroshKarimkhany
6474	To strike back, Tandem unveiled a strategy earlier this year that includes making servers based on off-the-shelf technology from Intel and Microsoft	46	25	\TheresePoletti	\KouroshKarimkhany
6475	Packard Bell and Acer officials could not immediately be reached for comment	0	25	\AaronPressman	\KouroshKarimkhany
6476	The court has set a hearing in the Informix case for Feb. 7	40	25	\RogerFillion	\KouroshKarimkhany
6477	Anderson also said the company's research and development budget would probably be flat next year	22	25	\KevinDrawbaugh	\KouroshKarimkhany
6478	The machine features a built-in word processor, drawing and equation-drawing programs and an address book. With an optional modem and software, students can browse the Internet	41	25	\SamuelPerry	\KouroshKarimkhany
